sentence_id,words,labels
257,tablespoons,B-UNIT
257,vodka,B-FOOD
257,3,B-QUANTITY
257,tablespoons,B-UNIT
257,coffee-flavored,B-FOOD
257,liqueur,I-FOOD
257,2,B-QUANTITY
257,tablespoons,B-UNIT
257,cold,B-PHYSICAL_QUALITY
257,brew,B-FOOD
257,coffee,I-FOOD
257,",",O
257,concentrate,B-PHYSICAL_QUALITY
258,1,B-QUANTITY
258,blade,B-FOOD
258,roast,I-FOOD
258,",",O
258,cut,B-PROCESS
258,about,I-PROCESS
258,4,I-PROCESS
258,inches,I-PROCESS
258,thick,I-PROCESS
258,and,O
258,weighing,O
258,about,O
258,5,B-QUANTITY
258,lbs,B-UNIT
258,.,O
258,1,B-QUANTITY
258,teaspoon,B-UNIT
258,salt,B-FOOD
258,1⁄8,B-QUANTITY
258,teaspoon,B-UNIT
258,pepper,B-FOOD
258,1,B-QUANTITY
258,cup,B-UNIT
258,water,B-FOOD
258,6,B-QUANTITY
258,medium,B-PHYSICAL_QUALITY
258,carrots,B-FOOD
258,",",O
258,peeled,B-PROCESS
258,and,I-PROCESS
258,cut,I-PROCESS
258,in,I-PROCESS
258,2,I-PROCESS
258,inch,I-PROCESS
258,cubes,I-PROCESS
258,6,B-QUANTITY
258,medium,B-PHYSICAL_QUALITY
258,potatoes,B-FOOD
258,",",O
258,peeled,B-PROCESS
258,and,O
258,quartered,B-PROCESS
258,3,B-QUANTITY
258,medium,B-PHYSICAL_QUALITY
258,onions,B-FOOD
258,",",O
258,peeled,B-PROCESS
258,and,O
258,quartered,B-PROCESS
259,2,B-QUANTITY
259,tablespoons,B-UNIT
259,vegetable,B-FOOD
259,oil,I-FOOD
259,4,B-QUANTITY
259,garlic,B-FOOD
259,cloves,B-UNIT
259,",",O
259,crushed,B-PROCESS
259,1,B-QUANTITY
259,tablespoon,B-UNIT
259,fresh,B-PHYSICAL_QUALITY
259,ginger,B-FOOD
259,",",O
259,grated,B-PROCESS
259,2,B-QUANTITY
259,cups,B-UNIT
259,jasmine,B-FOOD
259,rice,I-FOOD
259,3⁄4,B-QUANTITY
259,cup,B-UNIT
259,coconut,B-FOOD
259,milk,I-FOOD
259,2,B-QUANTITY
259,1⁄2,I-QUANTITY
259,cups,B-UNIT
259,water,B-FOOD
259,1,B-QUANTITY
259,pinch,B-UNIT
259,salt,B-FOOD
259,",",O
259,to,B-QUANTITY
259,taste,I-QUANTITY
260,½,B-QUANTITY
260,lb,B-UNIT
260,bowtie,B-FOOD
260,pasta,I-FOOD
260,",",O
260,cooked,B-PROCESS
260,½,B-QUANTITY
260,cup,B-UNIT
260,turkey,B-FOOD
260,",",O
260,diced,B-PROCESS
260,½,B-QUANTITY
260,cup,B-UNIT
260,ham,B-FOOD
260,",",O
260,diced,B-PROCESS
260,½,B-QUANTITY
260,cup,B-UNIT
260,bell,B-FOOD
260,pepper,I-FOOD
260,",",O
260,diced,B-PROCESS
260,2,B-QUANTITY
260,tablespoons,B-UNIT
260,italian,B-FOOD
260,dressing,I-FOOD
261,2,B-QUANTITY
261,-,I-QUANTITY
261,2,I-QUANTITY
261,1⁄2,I-QUANTITY
261,lbs,B-UNIT
261,turkey,B-FOOD
261,kielbasa,I-FOOD
261,1,B-QUANTITY
261,large,B-PHYSICAL_QUALITY
261,green,B-COLOR
261,pepper,B-FOOD
261,",",O
261,cut,B-PROCESS
261,in,I-PROCESS
261,strips,I-PROCESS
261,1,B-QUANTITY
261,cup,B-UNIT
261,water,B-FOOD
261,1,B-QUANTITY
261,tablespoon,B-UNIT
261,olive,B-FOOD
261,oil,I-FOOD
262,1,B-QUANTITY
262,lb,B-UNIT
262,cheese,B-FOOD
262,spread,I-FOOD
262,",",O
262,cut,B-PROCESS
262,into,I-PROCESS
262,cubes,I-PROCESS
262,1,B-QUANTITY
262,(,O
262,10,B-QUANTITY
262,ounce,B-UNIT
262,),O
262,can,B-UNIT
262,diced,B-PHYSICAL_QUALITY
262,tomatoes,B-FOOD
262,with,I-FOOD
262,green,I-FOOD
262,chilies,I-FOOD
262,",",O
262,undrained,B-PROCESS
262,1,B-QUANTITY
262,cup,B-UNIT
262,green,B-COLOR
262,onion,B-FOOD
262,",",O
262,sliced,B-PROCESS
262,2,B-QUANTITY
262,teaspoons,B-UNIT
262,ground,B-PROCESS
262,coriander,B-FOOD
262,2,B-QUANTITY
262,teaspoons,B-UNIT
262,ground,B-PROCESS
262,cumin,B-FOOD
262,3⁄4,B-QUANTITY
262,teaspoon,B-UNIT
262,hot,B-FOOD
262,pepper,I-FOOD
262,sauce,I-FOOD
262,3,B-QUANTITY
262,green,B-COLOR
262,onions,B-FOOD
262,",",O
262,for,B-PURPOSE
262,garnish,I-PURPOSE
262,(,O
262,optional,O
262,),O
263,8,B-QUANTITY
263,slices,B-UNIT
263,sandwich,B-FOOD
263,bread,I-FOOD
263,(,O
263,hearty,B-PHYSICAL_QUALITY
263,),O
263,softened,B-PROCESS
263,butter,B-FOOD
263,(,O
263,for,B-PURPOSE
263,spreading,I-PURPOSE
263,),O
263,8,B-QUANTITY
263,slices,B-UNIT
263,cheese,B-FOOD
263,(,O
263,muenster,B-EXAMPLE
263,",",O
263,monterey,B-EXAMPLE
263,jack,I-EXAMPLE
263,",",O
263,and,O
263,mozzarella,B-EXAMPLE
263,work,O
263,well,O
263,),O
263,8,B-QUANTITY
263,slices,B-UNIT
263,pineapple,B-FOOD
263,(,O
263,canned,B-PHYSICAL_QUALITY
263,),O
263,8,B-QUANTITY
263,honey,O
263,ham,O
263,(,O
263,generously,B-PROCESS
263,sized,I-PROCESS
263,thin-sliced,I-PROCESS
263,",",O
263,prosciutto,B-FOOD
263,",",O
263,or,O
263,Canadian,B-FOOD
263,bacon,I-FOOD
263,),O
263,dried,B-PHYSICAL_QUALITY
263,parsley,B-FOOD
263,(,O
263,or,O
263,basil,B-FOOD
263,for,B-PURPOSE
263,sprinkling,I-PURPOSE
263,onto,I-PURPOSE
263,bread,I-PURPOSE
263,),O
263,marinara,B-FOOD
263,sauce,I-FOOD
263,(,O
263,for,B-PURPOSE
263,dipping,I-PURPOSE
263,),O
264,4,O
264,large,O
264,eggs,O
264,(,O
264,divided,O
264,),O
264,1/2,O
264,cup,O
264,superfine,O
264,sugar,O
264,3,O
264,tablespoons,O
264,flour,O
264,(,O
264,all-purpose,O
264,",",O
264,sifted,O
264,),O
264,1,O
264,3/4,O
264,cups,O
264,greek,O
264,yogurt,O
264,(,O
264,strained,O
264,),O
264,1,O
264,lemon,O
264,(,O
264,grated,O
264,and,O
264,juiced,O
264,),O
264,confectioner,O
264,'s,O
264,sugar,O
265,1,B-QUANTITY
265,(,O
265,12,B-QUANTITY
265,ounce,B-UNIT
265,),O
265,can,B-UNIT
265,Spam,B-TRADE_NAME
265,2,B-QUANTITY
265,hard-boiled,B-PROCESS
265,eggs,B-FOOD
265,",",O
265,chopped,B-PROCESS
265,1⁄4,B-QUANTITY
265,sweet,B-TASTE
265,onion,B-FOOD
265,",",O
265,chopped,B-PROCESS
265,2,B-QUANTITY
265,tablespoons,B-UNIT
265,pickle,B-FOOD
265,relish,I-FOOD
265,(,O
265,optional,O
265,),O
265,1,B-QUANTITY
265,-2,I-QUANTITY
265,tablespoon,B-UNIT
265,mayonnaise,B-FOOD
266,2,B-QUANTITY
266,slices,B-UNIT
266,focaccia,B-FOOD
266,(,O
266,Italian,B-FOOD
266,",",O
266,or,O
266,ciabatta,B-FOOD
266,bread,I-FOOD
266,",",O
266,sliced,B-PROCESS
266,),O
266,1,B-QUANTITY
266,tablespoon,B-UNIT
266,mayonnaise,B-FOOD
266,4,B-QUANTITY
266,leaves,B-UNIT
266,fresh,B-PHYSICAL_QUALITY
266,basil,B-FOOD
266,salt,B-FOOD
266,pepper,B-FOOD
266,1/3,B-QUANTITY
266,cup,B-UNIT
266,shredded,B-PROCESS
266,Italian,B-FOOD
266,cheese,I-FOOD
266,(,O
266,or,O
266,3,B-QUANTITY
266,thin,B-UNIT
266,slices,I-UNIT
266,fresh,B-PHYSICAL_QUALITY
266,mozzarella,B-FOOD
266,cheese,I-FOOD
266,),O
266,1,B-QUANTITY
266,tablespoon,B-UNIT
266,butter,B-FOOD
267,2,B-QUANTITY
267,cups,B-UNIT
267,flour,B-FOOD
267,2,B-QUANTITY
267,teaspoons,B-UNIT
267,baking,B-FOOD
267,powder,I-FOOD
267,1,B-QUANTITY
267,teaspoon,B-UNIT
267,sugar,B-FOOD
267,1/2,B-QUANTITY
267,teaspoon,B-UNIT
267,salt,B-FOOD
267,1,B-QUANTITY
267,pinch,B-UNIT
267,cayenne,B-FOOD
267,pepper,I-FOOD
267,(,O
267,optional,O
267,),O
267,2,B-QUANTITY
267,cups,B-UNIT
267,cheese,B-FOOD
267,(,O
267,grated,B-PROCESS
267,tasty,B-TASTE
267,),O
267,1,B-QUANTITY
267,cup,B-UNIT
267,full,B-PHYSICAL_QUALITY
267,cream,I-PHYSICAL_QUALITY
267,milk,B-FOOD
268,3,B-QUANTITY
268,cups,B-UNIT
268,flour,B-FOOD
268,(,O
268,sifted,B-PROCESS
268,",",O
268,cake,O
268,or,O
268,pastry,O
268,flour,O
268,works,O
268,best,O
268,since,O
268,they,O
268,’,O
268,re,O
268,softer,O
268,),O
268,4,B-QUANTITY
268,tablespoons,B-UNIT
268,sugar,B-FOOD
268,(,O
268,depending,O
268,on,O
268,how,O
268,sweet,O
268,you,O
268,want,O
268,it,O
268,–,O
268,or,O
268,omit,O
268,it,O
268,all,O
268,together,O
268,),O
268,1/2,B-QUANTITY
268,teaspoon,B-UNIT
268,baking,B-FOOD
268,soda,I-FOOD
268,1/2,B-QUANTITY
268,teaspoon,B-UNIT
268,baking,B-FOOD
268,powder,I-FOOD
268,1,B-QUANTITY
268,teaspoon,B-UNIT
268,salt,B-FOOD
268,1,B-QUANTITY
268,cup,B-UNIT
268,raisins,B-FOOD
268,(,O
268,leave,O
268,these,O
268,out,O
268,for,O
268,a,O
268,more,O
268,traditional,O
268,soda,O
268,bread,O
268,),O
268,1,B-QUANTITY
268,1/3,I-QUANTITY
268,cups,B-UNIT
268,buttermilk,B-FOOD
269,2,B-QUANTITY
269,apples,B-FOOD
269,(,O
269,large,B-PHYSICAL_QUALITY
269,sweet,B-TASTE
269,",",O
269,peeled,B-PROCESS
269,",",O
269,cored,B-PROCESS
269,",",O
269,and,O
269,diced,B-PROCESS
269,),O
269,2/3,B-QUANTITY
269,cup,B-UNIT
269,walnuts,B-FOOD
269,1/4,B-QUANTITY
269,cup,B-UNIT
269,passover,B-FOOD
269,wine,I-FOOD
269,(,O
269,sweet,B-TASTE
269,),O
269,2,B-QUANTITY
269,teaspoons,B-UNIT
269,agave,B-FOOD
269,nectar,I-FOOD
269,(,O
269,or,O
269,other,O
269,sweetener,O
269,",",O
269,to,B-PURPOSE
269,taste,I-PURPOSE
269,),O
269,1,B-QUANTITY
269,teaspoon,B-UNIT
269,cinnamon,B-FOOD
269,nutmeg,B-FOOD
269,allspice,B-FOOD
270,150,B-QUANTITY
270,grams,B-UNIT
270,stale,B-FOOD
270,bread,I-FOOD
270,(,O
270,trimmed,B-PROCESS
270,of,I-PROCESS
270,its,I-PROCESS
270,crust,I-PROCESS
270,),O
270,250,B-QUANTITY
270,milliliters,B-UNIT
270,milk,B-FOOD
270,6,B-QUANTITY
270,eggs,B-FOOD
270,25,B-QUANTITY
270,grams,B-UNIT
270,grated,B-PROCESS
270,Parmesan,B-FOOD
270,cheese,I-FOOD
270,(,O
270,freshly,B-PROCESS
270,),O
270,3,B-QUANTITY
270,sprigs,B-FOOD
270,parsley,I-FOOD
270,(,O
270,finely,B-PROCESS
270,minced,I-PROCESS
270,),O
270,salt,B-FOOD
270,pepper,B-FOOD
271,2,B-QUANTITY
271,large,B-PHYSICAL_QUALITY
271,eggs,B-FOOD
271,3/4,B-QUANTITY
271,cup,B-UNIT
271,milk,B-FOOD
271,1,B-QUANTITY
271,teaspoon,B-UNIT
271,vanilla,B-FOOD
271,3,B-QUANTITY
271,tablespoons,B-UNIT
271,sugar,B-FOOD
271,1,B-QUANTITY
271,3/4,I-QUANTITY
271,teaspoons,B-UNIT
271,baking,B-FOOD
271,powder,I-FOOD
271,1,B-QUANTITY
271,2/3,I-QUANTITY
271,cups,B-UNIT
271,flour,B-FOOD
272,1,B-QUANTITY
272,sweet,B-TASTE
272,potato,B-FOOD
272,ricotta,B-FOOD
272,cheese,I-FOOD
272,",",O
272,to,B-QUANTITY
272,taste,I-QUANTITY
272,2,B-QUANTITY
272,slices,B-UNIT
272,pear,B-FOOD
272,honey,B-FOOD
272,",",O
272,to,B-QUANTITY
272,taste,I-QUANTITY
273,8,O
273,ounces,O
273,regular,O
273,hot,O
273,cocoa,O
273,",",O
273,your,O
273,favorite,O
273,kind,O
273,prepared,O
273,1,O
273,hershey,O
273,'s,O
273,york,O
273,miniature,O
273,peppermint,O
273,patties,O
274,2,B-QUANTITY
274,pints,B-UNIT
274,plain,B-FOOD
274,fat-free,B-DIET
274,yogurt,B-FOOD
274,(,O
274,I,O
274,like,O
274,strawberry,B-EXAMPLE
274,),O
274,1,B-QUANTITY
274,(,O
274,4,B-QUANTITY
274,ounce,B-UNIT
274,),O
274,box,B-UNIT
274,Jello,B-TRADE_NAME
274,gelatin,B-FOOD
274,(,O
274,a,O
274,flavor,O
274,to,O
274,go,O
274,with,O
274,yogurt,O
274,),O
274,1,B-QUANTITY
274,(,O
274,8,B-QUANTITY
274,ounce,B-UNIT
274,),O
274,container,B-UNIT
274,fat-free,B-DIET
274,cool,B-TRADE_NAME
274,whip,I-TRADE_NAME
274,",",O
274,thawed,B-PROCESS
274,1,B-QUANTITY
274,fat-free,B-DIET
274,graham,B-FOOD
274,cracker,I-FOOD
274,crust,I-FOOD
275,24,B-QUANTITY
275,oz,B-UNIT
275,green,B-COLOR
275,beans,B-FOOD
275,",",O
275,trimmed,B-PROCESS
275,¼,B-QUANTITY
275,cup,B-UNIT
275,water,B-FOOD
275,¾,B-QUANTITY
275,teaspoon,B-UNIT
275,kosher,B-FOOD
275,salt,I-FOOD
275,",",O
275,divided,B-PROCESS
275,4,B-QUANTITY
275,tablespoons,B-UNIT
275,unsalted,B-TASTE
275,butter,B-FOOD
275,",",O
275,1/2,O
275,sticks,O
275,1,B-QUANTITY
275,½,I-QUANTITY
275,tablespoons,B-UNIT
275,Tasty,B-TRADE_NAME
275,McCormick®,I-TRADE_NAME
275,Savory,I-TRADE_NAME
275,Spice,I-TRADE_NAME
275,Blend,I-TRADE_NAME
276,4,B-QUANTITY
276,boneless,B-PHYSICAL_QUALITY
276,skinless,B-PHYSICAL_QUALITY
276,chicken,B-FOOD
276,breast,B-PART
276,halves,I-PART
276,2⁄3,B-QUANTITY
276,cup,B-UNIT
276,olive,B-FOOD
276,oil,I-FOOD
276,1⁄2,B-QUANTITY
276,teaspoon,B-UNIT
276,garlic,B-FOOD
276,powder,I-FOOD
276,1⁄4,B-QUANTITY
276,cup,B-UNIT
276,lemon,B-FOOD
276,juice,I-FOOD
276,1⁄4,B-QUANTITY
276,cup,B-UNIT
276,grated,B-PROCESS
276,parmesan,B-FOOD
276,cheese,I-FOOD
276,1,B-QUANTITY
276,teaspoon,B-UNIT
276,salt,B-FOOD
276,1⁄4,B-QUANTITY
276,teaspoon,B-UNIT
276,black,B-COLOR
276,pepper,B-FOOD
277,2,B-QUANTITY
277,eggs,B-FOOD
277,2,B-QUANTITY
277,tablespoons,B-UNIT
277,water,B-FOOD
277,2,B-QUANTITY
277,tablespoons,B-UNIT
277,vegetable,B-FOOD
277,oil,I-FOOD
277,3,B-QUANTITY
277,green,B-COLOR
277,onions,B-FOOD
277,with,I-FOOD
277,tops,I-FOOD
277,",",O
277,chopped,B-PROCESS
277,3,B-QUANTITY
277,cups,B-UNIT
277,cold,B-PHYSICAL_QUALITY
277,cooked,B-PROCESS
277,rice,B-FOOD
277,1⁄4,B-QUANTITY
277,lb,B-UNIT
277,cooked,B-PROCESS
277,baby,B-FOOD
277,shrimp,I-FOOD
277,3,B-QUANTITY
277,tablespoons,B-UNIT
277,light,B-DIET
277,soy,B-FOOD
277,sauce,I-FOOD
278,4,B-QUANTITY
278,slices,B-UNIT
278,bread,B-FOOD
278,",",O
278,toasted,B-PROCESS
278,",",O
278,1/2,B-PHYSICAL_QUALITY
278,inch,I-PHYSICAL_QUALITY
278,(,I-PHYSICAL_QUALITY
278,1,I-PHYSICAL_QUALITY
278,1/4,I-PHYSICAL_QUALITY
278,cm,I-PHYSICAL_QUALITY
278,),I-PHYSICAL_QUALITY
278,thick,I-PHYSICAL_QUALITY
278,1,B-QUANTITY
278,avocado,B-FOOD
278,1,B-QUANTITY
278,lime,B-FOOD
278,",",O
278,juiced,B-PROCESS
278,salt,B-FOOD
278,",",O
278,to,B-QUANTITY
278,taste,I-QUANTITY
278,pepper,B-FOOD
278,",",O
278,to,B-QUANTITY
278,taste,I-QUANTITY
278,8,B-QUANTITY
278,radishes,B-FOOD
278,",",O
278,thinly,B-PROCESS
278,sliced,I-PROCESS
279,1,B-QUANTITY
279,(,O
279,64,B-QUANTITY
279,ounce,B-UNIT
279,),O
279,bottle,B-UNIT
279,cranberry,B-FOOD
279,juice,I-FOOD
279,1,B-QUANTITY
279,cup,B-UNIT
279,orange,B-FOOD
279,juice,I-FOOD
279,(,O
279,low,B-TASTE
279,acid,I-TASTE
279,is,O
279,best,O
279,),O
279,2,B-QUANTITY
279,cups,B-UNIT
279,lemon-lime,B-TASTE
279,flavored,I-TASTE
279,soda,B-FOOD
279,sugar,B-FOOD
279,1,B-QUANTITY
279,orange,B-FOOD
279,",",O
279,sliced,B-PROCESS
279,1,B-QUANTITY
279,lime,B-FOOD
279,",",O
279,sliced,B-PROCESS
280,6,B-QUANTITY
280,ounces,B-UNIT
280,reduced,B-DIET
280,fat,I-DIET
280,graham,B-FOOD
280,cracker,I-FOOD
280,crust,I-FOOD
280,21,B-QUANTITY
280,ounces,B-UNIT
280,cherry,B-FOOD
280,pie,I-FOOD
280,filling,I-FOOD
280,1,B-QUANTITY
280,cup,B-UNIT
280,skim,B-DIET
280,milk,B-FOOD
280,6,B-QUANTITY
280,3⁄4,I-QUANTITY
280,ounces,B-UNIT
280,cheesecake,B-FOOD
280,flavor,I-FOOD
280,instant,B-PHYSICAL_QUALITY
280,pudding,B-FOOD
280,and,I-FOOD
280,pie,I-FOOD
280,filling,I-FOOD
280,8,B-QUANTITY
280,ounces,B-UNIT
280,Cool,B-TRADE_NAME
280,Whip,I-TRADE_NAME
280,Free,I-TRADE_NAME
280,",",O
280,thawed,B-PROCESS
281,1,B-QUANTITY
281,medium,B-PHYSICAL_QUALITY
281,onion,B-FOOD
281,",",O
281,thinly,B-PROCESS
281,sliced,I-PROCESS
281,1,B-QUANTITY
281,medium,B-PHYSICAL_QUALITY
281,green,B-COLOR
281,bell,B-FOOD
281,pepper,I-FOOD
281,",",O
281,1-inch,I-UNIT
281,pieces,O
281,3,B-QUANTITY
281,boneless,B-PHYSICAL_QUALITY
281,skinless,B-PHYSICAL_QUALITY
281,chicken,B-FOOD
281,breast,B-PART
281,halves,I-PART
281,",",O
281,2x1-inch,I-UNIT
281,pieces,O
281,1,B-QUANTITY
281,(,O
281,15,B-QUANTITY
281,ounce,B-UNIT
281,),O
281,can,B-UNIT
281,garbanzo,B-FOOD
281,beans,I-FOOD
281,",",O
281,drained,B-PROCESS
281,1,B-QUANTITY
281,(,O
281,14,B-QUANTITY
281,ounce,B-UNIT
281,),O
281,jar,B-UNIT
281,spaghetti,B-FOOD
281,sauce,I-FOOD
281,1,B-QUANTITY
281,(,O
281,8,B-QUANTITY
281,ounce,B-UNIT
281,),O
281,can,B-UNIT
281,mushroom,B-FOOD
281,stems,B-PART
281,and,I-PART
281,pieces,I-PART
281,",",O
281,drained,B-PROCESS
282,20,B-QUANTITY
282,cherry,B-FOOD
282,tomatoes,I-FOOD
282,1⁄2,B-QUANTITY
282,lb,B-UNIT
282,bacon,B-FOOD
282,(,O
282,cooked,B-PROCESS
282,and,O
282,crumbled,B-PROCESS
282,),O
282,1⁄2,B-QUANTITY
282,cup,B-UNIT
282,mayonnaise,B-FOOD
282,1⁄3,B-QUANTITY
282,cup,B-UNIT
282,chopped,B-PROCESS
282,green,B-COLOR
282,onion,B-FOOD
282,3,B-QUANTITY
282,tablespoons,B-UNIT
282,parmesan,B-FOOD
282,cheese,I-FOOD
282,2,B-QUANTITY
282,tablespoons,B-UNIT
282,fresh,B-PHYSICAL_QUALITY
282,parsley,B-FOOD
282,(,O
282,snipped,B-PHYSICAL_QUALITY
282,or,O
282,dried,B-PHYSICAL_QUALITY
282,),O
283,1,B-QUANTITY
283,tablespoon,B-UNIT
283,balsamic,B-FOOD
283,vinegar,I-FOOD
283,1⁄2,B-QUANTITY
283,tablespoon,B-UNIT
283,honey,B-FOOD
283,1⁄4,B-QUANTITY
283,cup,B-UNIT
283,chicken,B-FOOD
283,stock,I-FOOD
283,1,B-QUANTITY
283,-2,I-QUANTITY
283,teaspoon,B-UNIT
283,olive,B-FOOD
283,oil,I-FOOD
283,1,B-QUANTITY
283,garlic,B-FOOD
283,clove,B-UNIT
283,1,B-QUANTITY
283,medium,B-PHYSICAL_QUALITY
283,carrot,B-FOOD
283,",",O
283,sliced,B-PROCESS
283,into,I-PROCESS
283,rounds,I-PROCESS
283,fresh,B-PROCESS
283,ground,I-PROCESS
283,black,B-COLOR
283,pepper,B-FOOD
284,1⁄2,B-QUANTITY
284,lb,B-UNIT
284,pork,B-FOOD
284,sausage,I-FOOD
284,(,O
284,breakfast,O
284,bulk,O
284,),O
284,1,B-QUANTITY
284,cup,B-UNIT
284,cheddar,B-FOOD
284,cheese,I-FOOD
284,",",O
284,shredded,B-PROCESS
284,6,B-QUANTITY
284,flour,B-FOOD
284,tortillas,I-FOOD
284,(,O
284,6,B-QUANTITY
284,inch,B-UNIT
284,),O
284,2,B-QUANTITY
284,teaspoons,B-UNIT
284,butter,B-FOOD
284,sour,B-FOOD
284,cream,I-FOOD
284,salsa,B-FOOD
285,6,O
285,slices,O
285,thick,O
285,slice,O
285,bacon,O
285,(,O
285,such,O
285,as,O
285,Hormel,O
285,Black,O
285,Label,O
285,'Thick,O
285,Slice,O
285,',O
285,),O
285,3,O
285,white,O
285,paper,O
285,towels,O
286,2,B-QUANTITY
286,cups,B-UNIT
286,frozen,B-PHYSICAL_QUALITY
286,strawberry,B-FOOD
286,2,B-QUANTITY
286,frozen,B-PHYSICAL_QUALITY
286,bananas,B-FOOD
286,3,B-QUANTITY
286,scoops,B-UNIT
286,dairy-free,B-DIET
286,vanilla,B-FOOD
286,ice,I-FOOD
286,cream,I-FOOD
286,⅔,B-QUANTITY
286,cup,B-UNIT
286,dairy-free,B-DIET
286,milk,B-FOOD
286,¼,B-QUANTITY
286,cup,B-UNIT
286,ice,B-FOOD
286,cube,I-FOOD
287,3,B-QUANTITY
287,steaks,B-FOOD
287,(,O
287,my,O
287,favorite,O
287,is,O
287,top,B-EXAMPLE
287,sirloin,I-EXAMPLE
287,",",O
287,but,O
287,whatever,O
287,steak,O
287,you,O
287,have,O
287,is,O
287,fine,O
287,.,O
287,),O
287,1/2,B-QUANTITY
287,cup,B-UNIT
287,red,B-COLOR
287,wine,B-FOOD
287,1/4,B-QUANTITY
287,cup,B-UNIT
287,soy,B-FOOD
287,sauce,I-FOOD
287,(,O
287,I,O
287,use,O
287,low,B-PHYSICAL_QUALITY
287,sodium,I-PHYSICAL_QUALITY
287,),O
287,3,B-QUANTITY
287,cloves,B-UNIT
287,garlic,B-FOOD
287,(,O
287,crushed,B-PROCESS
287,",",O
287,or,O
287,2-3,B-QUANTITY
287,tsps,B-UNIT
287,of,O
287,garlic,B-FOOD
287,powder,I-FOOD
287,on,O
287,lazy,O
287,days,O
287,),O
288,3,B-QUANTITY
288,pounds,B-UNIT
288,roast,B-FOOD
288,(,O
288,I,O
288,use,O
288,whatever,O
288,is,O
288,on,O
288,sale,O
288,or,O
288,in,O
288,the,O
288,freezer,O
288,),O
288,1,B-QUANTITY
288,can,B-UNIT
288,cream,B-FOOD
288,of,I-FOOD
288,mushroom,I-FOOD
288,soup,I-FOOD
288,1,B-QUANTITY
288,can,B-UNIT
288,condensed,B-PHYSICAL_QUALITY
288,tomato,B-FOOD
288,soup,I-FOOD
288,1,B-QUANTITY
288,envelope,B-UNIT
288,onion,B-FOOD
288,soup,I-FOOD
288,mix,I-FOOD
288,salt,B-FOOD
288,pepper,B-FOOD
289,10,B-QUANTITY
289,Hostess,B-TRADE_NAME
289,Twinkies,I-TRADE_NAME
289,1,B-QUANTITY
289,(,O
289,3,B-QUANTITY
289,1/2,I-QUANTITY
289,ounce,B-UNIT
289,),O
289,box,B-UNIT
289,instant,B-PHYSICAL_QUALITY
289,vanilla,B-FOOD
289,pudding,I-FOOD
289,1,B-QUANTITY
289,1⁄2,I-QUANTITY
289,cups,B-UNIT
289,milk,B-FOOD
289,1,B-QUANTITY
289,(,O
289,8,B-QUANTITY
289,ounce,B-UNIT
289,),O
289,container,B-UNIT
289,frozen,B-PHYSICAL_QUALITY
289,whipped,B-FOOD
289,topping,I-FOOD
289,",",O
289,thawed,B-PROCESS
289,2,B-QUANTITY
289,boxes,B-UNIT
289,sweetened,B-TASTE
289,frozen,B-PHYSICAL_QUALITY
289,strawberries,B-FOOD
289,",",O
289,thawed,B-PROCESS
290,1,B-QUANTITY
290,cup,B-UNIT
290,shredded,B-PROCESS
290,mozzarella,B-FOOD
290,cheese,I-FOOD
290,1,B-QUANTITY
290,cup,B-UNIT
290,feta,B-FOOD
290,cheese,I-FOOD
290,",",O
290,crumbled,B-PROCESS
290,1,B-QUANTITY
290,lb,B-UNIT
290,pizza,B-FOOD
290,dough,I-FOOD
290,",",O
290,divided,B-PROCESS
290,into,I-PROCESS
290,3,I-PROCESS
290,portions,I-PROCESS
290,1,B-QUANTITY
290,tablespoon,B-UNIT
290,olive,B-FOOD
290,oil,I-FOOD
290,3,B-QUANTITY
290,eggs,B-FOOD
291,24,B-QUANTITY
291,ice,B-FOOD
291,cream,I-FOOD
291,sandwiches,I-FOOD
291,",",O
291,unwrapped,B-PROCESS
291,2,B-QUANTITY
291,tablespoons,B-UNIT
291,Kahlua,B-FOOD
291,or,O
291,2,B-QUANTITY
291,tablespoons,B-UNIT
291,kahlua-flavored,B-FOOD
291,syrup,I-FOOD
291,1,B-QUANTITY
291,(,O
291,16,B-QUANTITY
291,ounce,B-UNIT
291,),O
291,container,B-UNIT
291,whipped,B-FOOD
291,topping,I-FOOD
291,1,B-QUANTITY
291,cup,B-UNIT
291,walnuts,B-FOOD
291,",",O
291,chopped,B-PROCESS
291,caramel,B-FOOD
291,ice,I-FOOD
291,cream,I-FOOD
291,topping,I-FOOD
291,chocolate,B-FOOD
291,ice,I-FOOD
291,cream,I-FOOD
291,topping,I-FOOD
291,1,B-QUANTITY
291,cup,B-UNIT
291,English,B-FOOD
291,toffee,I-FOOD
291,bits,I-FOOD
291,or,O
291,1,B-QUANTITY
291,cup,B-UNIT
291,Heath,B-TRADE_NAME
291,candy,B-FOOD
291,bar,I-FOOD
292,15,B-QUANTITY
292,oz,B-UNIT
292,chickpeas,B-FOOD
292,",",O
292,1,B-QUANTITY
292,can,B-UNIT
292,",",O
292,drained,B-PROCESS
292,¼,B-QUANTITY
292,cup,B-UNIT
292,olive,B-FOOD
292,oil,I-FOOD
292,½,B-QUANTITY
292,lemon,B-FOOD
292,",",O
292,juiced,B-PROCESS
292,1,B-QUANTITY
292,small,B-PHYSICAL_QUALITY
292,clove,B-UNIT
292,garlic,B-FOOD
292,¼,B-QUANTITY
292,teaspoon,B-UNIT
292,ground,B-PROCESS
292,cumin,B-FOOD
